fecha,tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presMax,presMin
2012-04-15,9.6,0.0,4.6,14.6,32.0,5.6,15.0,11.2,958.2,949.0
2012-04-16,8.6,0.0,2.7,14.6,33.0,5.8,16.7,12.2,960.8,958.1
2012-04-17,12.7,0.0,3.8,21.6,26.0,4.4,13.1,12.2,960.5,953.1
2012-04-18,11.0,0.0,7.3,14.6,28.0,7.2,18.6,3.7,953.1,946.6
2012-04-19,13.0,0.0,8.9,17.2,23.0,10.0,19.7,6.1,949.1,944.4
2012-04-20,13.2,0.0,7.4,18.9,30.0,6.9,15.8,5.9,953.6,948.9
2012-04-21,14.2,0.0,8.0,20.3,26.0,6.4,13.3,11.4,956.4,953.3
2012-04-22,14.4,0.0,8.7,20.0,30.0,5.6,13.9,11.9,956.8,952.9
2012-04-23,12.7,0.0,6.0,19.4,27.0,7.5,18.3,12.9,956.2,951.5
2012-04-24,12.8,0.0,6.1,19.4,26.0,2.8,9.4,13.0,956.1,951.7
2012-04-25,14.7,0.8,8.5,20.9,27.0,6.4,13.9,10.8,951.7,944.6
2012-04-26,12.2,0.4,7.9,16.5,31.0,2.8,9.7,3.6,952.0,946.1
2012-04-27,14.9,10.6,7.8,22.0,24.0,3.9,16.1,5.9,951.8,947.8
2012-04-28,9.8,7.4,6.7,13.0,28.0,3.9,12.8,3.3,950.4,945.9
2012-04-29,9.7,3.6,5.8,13.6,28.0,2.5,16.4,4.3,952.4,949.4
2012-04-30,10.6,0.4,5.7,15.6,99.0,4.2,11.7,9.3,954.9,951.9
2012-05-01,11.7,0.8,7.1,16.3,99.0,3.9,9.7,7.1,955.5,953.6
2012-05-02,12.8,0.0,5.3,20.2,24.0,1.9,7.2,8.4,956.4,953.6
2012-05-03,15.1,7.0,9.8,20.4,25.0,4.4,12.5,4.5,955.0,951.3
2012-05-04,12.8,7.6,8.8,16.9,26.0,5.0,17.2,5.9,952.0,949.4
2012-05-05,13.8,0.2,9.9,17.7,19.0,2.8,8.9,4.1,951.8,948.9
2012-05-06,15.0,0.0,10.0,20.1,28.0,4.2,11.7,11.6,958.9,951.8
2012-05-07,15.8,0.0,9.6,22.0,99.0,2.8,8.9,7.7,960.2,958.3
2012-05-08,18.8,0.0,13.0,24.6,33.0,3.1,9.2,5.6,960.0,957.3
2012-05-09,21.5,0.0,13.4,29.6,10.0,2.2,6.4,13.3,959.6,956.8
2012-05-10,24.7,0.0,15.2,34.2,8.0,3.1,8.6,13.3,962.0,958.8
2012-05-11,26.0,0.0,16.6,35.5,99.0,4.4,8.9,12.7,964.9,961.7
2012-05-12,26.2,0.0,16.3,36.2,25.0,3.1,11.4,10.6,965.7,962.2
2012-05-13,25.6,0.0,17.2,34.0,27.0,4.7,12.2,12.8,963.4,957.3
2012-05-14,25.2,0.0,18.1,32.3,28.0,5.3,13.9,13.6,957.7,953.3
2012-05-15,23.6,0.0,15.7,31.5,34.0,2.5,8.3,13.3,958.5,955.6
2012-05-16,23.1,0.0,13.7,32.5,12.0,2.5,6.9,13.2,960.2,955.1
2012-05-17,24.2,0.0,15.6,32.7,99.0,3.6,12.2,9.5,955.3,948.6
2012-05-18,23.2,0.0,17.5,29.0,28.0,4.7,11.7,13.5,948.9,946.1
2012-05-19,15.6,2.0,12.0,19.3,29.0,2.8,13.6,4.0,949.6,947.0
2012-05-20,12.7,0.2,7.7,17.7,27.0,6.1,14.2,8.5,953.8,948.4
2012-05-21,14.2,0.0,6.6,21.9,30.0,5.8,12.2,10.5,960.2,953.7
2012-05-22,18.6,0.0,10.4,26.9,1.0,3.6,11.9,14.0,961.7,958.7
2012-05-23,21.4,0.0,11.9,30.9,32.0,1.9,10.0,14.0,962.6,959.3
2012-05-24,23.6,0.0,13.9,33.4,27.0,3.1,8.6,13.3,960.4,954.8
2012-05-25,24.6,0.0,16.3,32.8,26.0,4.7,13.3,13.6,955.1,951.1
2012-05-26,19.6,0.0,12.8,26.3,28.0,5.3,11.7,12.8,958.0,954.9
2012-05-27,20.2,0.0,12.3,28.2,26.0,3.6,9.2,12.6,959.3,955.3
2012-05-28,22.8,0.0,13.6,31.9,99.0,2.5,7.8,13.5,956.2,952.1
2012-05-29,23.1,0.0,15.3,30.9,30.0,3.9,10.8,12.9,956.4,953.9
2012-05-30,25.6,0.0,16.9,34.2,10.0,1.4,7.5,12.1,958.9,956.0
2012-05-31,27.1,0.0,18.0,36.2,10.0,3.6,10.3,13.6,959.6,954.5
2012-06-01,28.2,0.0,19.1,37.2,27.0,3.9,13.3,11.2,957.4,952.2
2012-06-02,25.3,0.0,20.0,30.6,30.0,4.2,11.7,8.1,955.9,953.5
2012-06-03,23.0,0.0,17.0,29.1,26.0,4.7,11.4,11.9,957.1,955.0
2012-06-04,23.8,0.0,15.8,31.7,26.0,3.1,10.0,13.7,957.7,955.3
2012-06-05,25.0,0.0,16.6,33.3,26.0,4.2,13.1,13.6,957.6,953.9
2012-06-06,25.0,0.0,17.9,32.2,30.0,5.3,12.5,13.4,955.3,949.7
2012-06-07,23.0,0.0,18.2,27.7,28.0,6.4,12.8,12.2,952.2,949.0
2012-06-08,20.0,0.0,14.5,25.5,28.0,4.2,9.2,9.7,957.7,952.1
2012-06-09,20.5,0.0,13.0,28.0,26.0,4.4,12.5,12.8,959.9,957.3
2012-06-10,22.7,0.0,16.2,29.2,26.0,7.8,15.0,13.8,959.0,954.3
2012-06-11,20.8,0.0,15.5,26.2,26.0,8.9,19.2,14.0,955.0,950.7
2012-06-12,18.8,0.0,11.0,26.7,24.0,2.8,9.2,14.2,957.4,954.5
2012-06-13,22.1,0.0,13.2,31.0,8.0,1.9,9.4,13.4,958.1,952.8
2012-06-14,23.6,0.0,15.8,31.5,28.0,4.4,12.5,13.8,957.9,954.0
2012-06-15,25.0,0.0,17.4,32.5,28.0,5.3,11.4,14.4,959.9,957.2
2012-06-16,25.2,0.0,18.1,32.4,28.0,5.0,11.4,14.4,961.3,958.2
2012-06-17,26.0,0.0,18.4,33.7,29.0,4.4,11.4,13.5,959.7,954.7
2012-06-18,25.4,0.7,17.7,33.1,29.0,2.8,8.3,8.5,957.2,951.7
2012-06-19,24.0,0.2,19.4,28.6,29.0,1.9,9.2,3.7,954.9,951.9
2012-06-20,24.1,0.0,15.6,32.6,27.0,4.4,12.8,13.6,955.9,952.6
2012-06-21,24.4,0.0,19.0,29.9,29.0,5.8,13.9,11.7,958.9,954.4
2012-06-22,25.4,0.0,16.2,34.6,31.0,2.8,9.7,14.1,960.2,956.6
2012-06-23,27.0,0.0,17.3,36.7,26.0,2.8,9.7,14.2,961.5,958.9
2012-06-24,28.8,0.0,19.1,38.6,28.0,3.3,9.4,14.3,961.9,957.8
2012-06-25,30.0,0.0,19.8,40.1,28.0,3.6,8.9,13.3,961.0,956.6
2012-06-26,31.2,0.0,21.8,40.7,33.0,3.3,13.6,9.3,961.0,957.7
2012-06-27,32.4,0.0,24.8,40.0,26.0,3.1,13.6,9.4,958.9,953.0
2012-06-28,30.3,0.0,23.5,37.1,25.0,4.4,16.4,13.2,954.9,950.5
2012-06-29,26.0,0.0,20.0,32.1,26.0,5.0,13.3,14.1,954.6,952.3
2012-06-30,21.8,0.0,15.9,27.6,29.0,5.8,13.9,13.8,956.7,954.1
2012-07-01,22.0,0.0,15.5,28.4,33.0,5.0,12.2,12.3,959.7,956.6
2012-07-02,23.3,0.0,13.9,32.7,35.0,2.8,7.8,13.7,960.4,955.7
2012-07-03,26.6,0.0,17.9,35.4,27.0,4.7,11.1,13.2,957.5,953.1
2012-07-04,26.3,0.0,20.6,32.0,30.0,6.4,15.8,14.0,953.6,950.2
2012-07-05,23.9,0.0,17.6,30.2,29.0,5.8,12.5,14.2,953.9,950.7
2012-07-06,23.8,0.0,16.0,31.7,32.0,4.2,10.8,14.2,954.9,951.4
2012-07-07,26.1,0.0,18.3,33.9,26.0,4.7,12.5,14.2,954.3,951.3
2012-07-08,25.6,0.0,17.0,34.2,28.0,3.3,9.4,14.3,955.4,951.7
2012-07-09,26.6,0.0,19.2,34.0,27.0,3.9,13.3,14.3,955.2,952.5
2012-07-10,25.6,0.0,18.5,32.6,28.0,5.0,11.9,14.2,956.7,954.2
2012-07-11,24.4,0.0,16.7,32.2,36.0,5.0,17.8,13.5,960.5,955.9
2012-07-12,25.4,0.0,15.7,35.1,27.0,3.3,9.2,14.2,961.6,956.9
2012-07-13,27.4,0.0,18.8,36.1,27.0,4.7,15.3,13.9,958.1,952.7
2012-07-14,26.2,0.0,19.3,33.0,29.0,5.0,12.5,14.1,957.8,953.7
2012-07-15,25.2,0.0,16.4,34.0,4.0,2.5,9.4,14.1,961.6,957.7
2012-07-16,27.6,0.0,19.5,35.6,8.0,3.9,11.1,12.9,965.3,961.6
2012-07-17,29.2,0.0,21.1,37.2,99.0,2.8,8.9,13.9,967.5,962.1
2012-07-18,30.2,0.0,21.1,39.3,26.0,3.3,8.9,13.9,963.3,956.6
2012-07-19,31.0,0.0,22.7,39.3,99.0,3.6,12.5,13.5,956.7,951.7
2012-07-20,28.6,0.0,21.1,36.0,26.0,4.4,12.5,13.6,955.6,952.7
2012-07-21,28.6,0.0,20.6,36.5,32.0,3.6,10.0,13.8,958.9,955.4
2012-07-22,28.3,0.0,20.1,36.5,26.0,3.6,12.5,13.7,960.7,955.8
2012-07-23,28.6,0.0,19.7,37.4,11.0,2.2,7.8,14.0,957.3,950.6
2012-07-24,27.8,0.0,19.4,36.2,11.0,4.2,11.9,13.5,954.4,950.9
2012-07-25,28.4,4.2,20.9,35.9,25.0,4.2,16.7,10.2,956.8,951.1
2012-07-26,28.0,2.0,20.1,35.9,24.0,3.3,15.8,10.6,956.0,949.8
2012-07-27,25.5,1.0,17.9,33.1,30.0,3.9,12.8,11.0,955.5,950.7
2012-07-28,25.4,0.0,18.1,32.7,29.0,3.3,9.4,12.9,955.4,952.7
2012-07-29,27.0,0.0,19.1,34.8,30.0,2.2,10.3,13.6,957.4,955.0
2012-07-30,28.9,0.0,19.4,38.4,28.0,3.1,11.4,13.6,959.3,955.7
2012-07-31,30.4,0.0,22.1,38.6,27.0,4.2,12.8,13.8,959.0,954.4
2012-08-01,28.6,0.0,21.3,36.0,28.0,4.7,11.1,13.6,956.8,953.4
2012-08-02,27.2,0.0,18.8,35.7,29.0,4.2,11.7,13.4,956.6,954.0
2012-08-03,27.6,0.0,18.7,36.4,30.0,4.4,12.2,13.5,957.0,953.6
2012-08-04,27.0,0.0,19.3,34.8,26.0,4.4,11.9,13.2,955.6,950.1
2012-08-05,24.2,0.2,18.2,30.1,30.0,5.3,13.3,10.7,955.2,950.1
2012-08-06,23.4,0.0,15.8,30.9,33.0,2.2,6.7,13.3,959.3,955.0
2012-08-07,27.4,0.0,19.2,35.6,11.0,5.8,15.8,12.9,960.6,956.0
2012-08-08,28.8,0.0,19.8,37.7,11.0,4.2,15.3,12.5,960.7,956.4
2012-08-09,31.8,0.0,21.9,41.7,34.0,1.9,10.3,12.2,961.1,957.6
2012-08-10,33.5,0.0,23.9,43.1,28.0,3.3,10.6,11.9,961.8,957.7
2012-08-11,32.4,0.0,25.3,39.5,29.0,5.6,14.2,11.3,960.1,955.2
2012-08-12,26.5,0.0,19.5,33.5,31.0,5.0,11.1,10.3,957.2,952.9
2012-08-13,25.9,0.0,18.9,32.9,26.0,4.2,10.6,13.1,955.3,951.9
2012-08-14,26.6,0.0,19.5,33.8,29.0,3.6,11.4,13.0,954.5,950.3
2012-08-15,22.8,0.0,18.5,27.2,26.0,4.4,13.9,11.3,958.4,952.4
2012-08-16,26.4,0.0,17.1,35.6,30.0,3.3,8.3,13.2,959.0,954.6
2012-08-17,30.6,0.0,19.7,41.4,33.0,2.2,8.3,12.1,956.2,952.1
2012-08-18,31.5,0.0,22.7,40.3,13.0,2.5,8.6,11.2,957.5,954.3
2012-08-19,31.6,0.0,24.6,38.7,26.0,2.5,7.5,5.9,960.3,956.9
2012-08-20,31.4,0.0,23.0,39.7,28.0,1.7,8.1,11.9,962.0,958.1
2012-08-21,31.4,0.0,24.1,38.6,28.0,3.6,10.8,12.0,960.6,956.5
2012-08-22,31.4,0.0,23.7,39.2,31.0,2.5,11.1,12.3,957.7,953.3
2012-08-23,28.6,0.0,21.4,35.9,27.0,4.7,11.4,12.7,955.2,952.0
2012-08-24,24.6,0.0,17.9,31.3,29.0,5.8,13.6,13.0,955.2,952.5
2012-08-25,25.4,0.0,19.0,31.8,26.0,5.3,10.6,12.8,958.7,955.2
2012-08-26,25.4,0.0,16.6,34.1,29.0,3.1,7.5,13.0,960.6,957.0
2012-08-27,25.8,0.0,16.9,34.8,27.0,3.6,10.3,11.6,958.9,955.4
2012-08-28,26.8,0.0,18.8,34.9,29.0,2.2,7.8,12.1,960.7,956.9
2012-08-29,27.0,0.0,20.2,33.7,26.0,3.6,11.1,12.0,959.5,956.7
2012-08-30,25.6,0.0,18.6,32.5,36.0,3.6,15.0,11.7,965.0,958.1
2012-08-31,21.5,0.0,13.7,29.3,99.0,3.3,8.9,12.4,966.1,961.2
2012-09-01,19.8,0.0,12.1,27.5,11.0,1.9,8.9,12.4,964.6,958.5
2012-09-02,20.0,0.0,12.1,27.9,8.0,1.9,12.2,12.6,962.8,959.6
2012-09-03,22.0,0.0,14.3,29.6,11.0,2.5,11.1,12.4,962.2,956.6
2012-09-04,22.0,0.0,13.6,30.5,8.0,2.2,8.3,12.3,959.6,954.8
2012-09-05,23.2,0.0,14.2,32.1,12.0,1.9,6.9,12.3,958.2,955.3
2012-09-06,26.0,0.0,18.4,33.7,99.0,3.1,9.7,12.0,960.5,957.2
2012-09-07,25.9,0.0,18.8,33.0,11.0,3.1,9.7,11.3,962.5,958.8
2012-09-08,25.1,0.0,16.5,33.7,22.0,1.9,9.7,9.4,961.2,957.1
2012-09-09,25.2,0.0,18.2,32.3,26.0,2.8,8.9,11.6,959.0,955.1
2012-09-10,23.6,0.0,17.5,29.7,32.0,2.8,8.6,10.0,958.0,955.5
2012-09-11,24.4,0.0,17.0,31.8,30.0,1.4,7.5,12.1,960.1,957.6
2012-09-12,25.4,0.0,16.8,33.9,29.0,3.3,9.4,11.8,960.1,955.3
2012-09-13,22.4,0.0,15.5,29.4,36.0,3.9,10.3,11.8,961.1,956.3
2012-09-14,22.2,0.0,12.4,32.1,35.0,2.5,7.5,12.1,959.3,955.5
2012-09-15,24.3,0.0,13.7,34.9,28.0,1.9,7.8,12.1,957.8,953.7
2012-09-16,24.4,0.0,13.7,35.0,27.0,2.8,7.8,10.3,956.0,953.0
2012-09-17,25.0,0.0,18.0,32.0,24.0,2.8,7.5,8.9,956.4,954.1
2012-09-18,26.0,0.0,18.5,33.5,36.0,1.7,7.2,5.6,956.1,952.5
2012-09-19,24.0,0.0,16.0,31.9,10.0,2.2,10.8,11.6,956.3,953.5
2012-09-20,24.5,0.0,18.4,30.6,11.0,2.8,11.7,7.7,957.8,954.5
2012-09-21,24.6,0.0,17.4,31.9,10.0,3.1,10.6,11.2,957.1,954.0
2012-09-22,25.8,0.0,18.8,32.7,30.0,2.5,8.1,11.2,956.3,952.9
2012-09-23,22.3,12.0,16.1,28.5,25.0,7.2,16.7,6.7,956.2,951.2
2012-09-24,18.6,0.0,14.5,22.7,29.0,6.4,13.9,9.9,959.2,954.1
2012-09-25,16.6,4.6,13.1,20.0,26.0,4.4,14.2,2.2,954.1,946.4
2012-09-26,16.0,0.4,11.9,20.2,26.0,3.9,11.9,7.2,953.0,944.9
2012-09-27,13.0,25.8,9.9,16.1,9.0,2.5,9.2,0.2,954.5,952.3
2012-09-28,14.9,53.0,13.9,15.9,4.0,1.9,11.1,0.0,953.3,949.4
2012-09-29,17.2,0.0,13.4,21.1,36.0,2.8,8.6,1.5,959.0,949.6
2012-09-30,15.4,0.0,9.5,21.3,1.0,1.1,5.6,11.4,960.8,958.4
2012-10-01,16.4,0.0,8.9,23.8,29.0,2.5,8.9,11.3,962.2,959.7
2012-10-02,17.6,0.0,10.1,25.0,99.0,2.5,6.4,10.4,963.0,960.4
2012-10-03,18.5,0.0,10.3,26.7,34.0,1.7,6.4,11.2,961.3,957.5
2012-10-04,19.2,0.0,11.6,26.9,1.0,1.7,5.6,11.2,958.7,955.7
2012-10-05,19.5,0.0,10.4,28.6,31.0,1.9,5.3,11.1,959.7,956.9
2012-10-06,19.2,0.0,13.0,25.3,99.0,1.7,6.9,8.4,962.5,959.0
2012-10-07,22.0,0.0,15.2,28.7,13.0,1.7,4.7,10.4,963.9,961.1
2012-10-08,21.8,0.0,14.3,29.3,32.0,3.1,8.3,11.0,961.9,959.1
2012-10-09,22.8,0.0,15.4,30.2,26.0,2.5,7.2,11.0,960.4,956.5
2012-10-10,22.8,4.2,17.1,28.5,29.0,2.5,9.7,8.5,957.2,953.5
2012-10-11,20.2,0.0,16.5,23.8,26.0,5.6,15.0,8.0,955.0,952.7
2012-10-12,19.1,0.0,14.3,23.9,28.0,1.9,7.5,7.1,956.6,954.2
2012-10-13,17.2,0.0,11.7,22.8,26.0,1.9,8.6,9.9,956.5,954.1
2012-10-14,15.4,0.8,10.4,20.5,29.0,5.0,15.0,6.4,954.6,947.4
2012-10-15,12.8,0.0,7.0,18.5,24.0,2.5,9.2,10.8,956.8,950.5
2012-10-16,14.4,0.0,6.8,22.1,34.0,1.7,7.2,10.5,957.3,954.1
2012-10-17,15.9,0.0,6.5,25.3,21.0,2.2,10.0,10.2,954.1,947.2
2012-10-18,17.4,0.2,11.8,23.1,28.0,4.2,9.7,0.7,947.5,941.0
2012-10-19,12.8,4.2,9.9,15.7,30.0,1.7,8.3,0.3,952.8,944.6
2012-10-20,14.4,0.0,10.6,18.1,99.0,1.9,7.5,2.4,952.8,950.0
2012-10-21,14.9,0.0,10.1,19.7,27.0,5.6,12.5,8.5,957.1,950.5
2012-10-22,15.2,0.0,8.1,22.3,9.0,1.1,5.0,9.7,960.3,957.1
2012-10-23,17.2,0.0,9.9,24.6,9.0,2.5,6.4,9.8,960.6,956.2
2012-10-24,16.7,4.4,12.9,20.5,10.0,2.8,8.3,0.0,956.3,951.4
2012-10-25,16.0,4.0,12.7,19.3,20.0,2.8,8.6,1.9,951.5,944.6
2012-10-26,14.9,0.4,11.5,18.3,24.0,1.7,6.9,3.9,944.9,941.5
2012-10-27,13.6,0.0,7.4,19.7,36.0,4.4,11.7,5.0,955.3,942.3
2012-10-28,8.4,0.0,2.2,14.5,99.0,0.8,7.5,10.1,959.7,955.3
2012-10-29,8.2,1.0,0.7,15.7,13.0,1.9,4.2,9.6,957.9,949.3
2012-10-30,7.8,20.4,6.2,9.5,10.0,2.8,10.8,0.0,949.3,938.4
2012-10-31,9.2,0.0,4.8,13.7,31.0,2.2,8.1,4.3,943.6,939.3
2012-11-01,11.4,0.0,6.0,16.7,27.0,5.6,15.8,8.4,952.2,942.9
2012-11-02,14.1,4.4,11.1,17.1,29.0,2.2,9.2,1.8,955.7,952.2
2012-11-03,12.2,24.6,10.3,14.0,9.0,2.8,8.1,0.0,953.6,948.9
2012-11-04,12.9,15.0,10.5,15.3,35.0,3.1,13.3,0.0,953.0,945.3
2012-11-05,9.7,0.0,4.6,14.8,1.0,1.1,6.9,8.0,959.1,953.0
2012-11-06,10.9,0.0,6.2,15.6,8.0,4.2,10.0,8.1,965.0,958.8
2012-11-07,7.3,11.6,3.5,11.1,9.0,5.8,13.6,0.0,965.2,959.0
2012-11-08,12.3,6.0,10.5,14.1,12.0,5.0,11.9,0.4,961.3,955.1
2012-11-09,13.6,0.6,10.2,17.1,12.0,2.8,8.6,0.9,956.0,952.5
2012-11-10,10.6,5.8,7.2,14.1,27.0,3.6,11.4,3.7,953.0,949.0
2012-11-11,8.6,0.0,4.8,12.3,34.0,5.6,12.8,3.8,958.5,947.9
2012-11-12,9.0,0.0,2.5,15.5,6.0,3.1,8.1,7.5,963.6,957.8
2012-11-13,8.5,0.0,1.6,15.4,20.0,1.1,3.6,9.6,963.0,957.9
2012-11-14,12.6,0.0,6.4,18.9,12.0,2.2,8.9,7.3,958.7,956.2
2012-11-15,15.0,0.0,10.0,20.0,11.0,4.4,10.8,5.4,959.5,955.8
2012-11-16,14.2,0.4,9.9,18.6,10.0,3.3,7.5,5.0,957.3,951.5
2012-11-17,13.1,0.8,9.1,17.1,12.0,3.3,7.5,1.5,951.6,946.2
2012-11-18,11.6,0.0,7.1,16.2,4.0,2.5,7.8,3.9,954.9,948.0
2012-11-19,12.4,0.0,7.2,17.5,32.0,1.7,5.6,8.9,958.6,954.9
2012-11-20,10.0,0.0,4.4,15.7,12.0,1.7,4.4,6.0,959.6,956.9
2012-11-21,10.8,4.2,8.1,13.4,2.0,1.4,5.3,0.0,961.4,956.2
2012-11-22,11.6,0.0,6.1,17.1,13.0,1.1,5.0,7.9,963.0,960.4
2012-11-23,10.3,0.0,5.0,15.6,10.0,1.7,5.3,5.1,961.9,959.0
2012-11-24,12.2,0.0,7.5,16.9,11.0,1.1,5.8,2.6,959.7,957.3
2012-11-25,12.4,0.0,7.6,17.3,10.0,0.8,3.6,4.3,959.4,955.6
2012-11-26,10.2,1.0,6.1,14.2,1.0,4.4,10.0,2.0,955.6,951.4
2012-11-27,6.7,0.0,3.0,10.4,1.0,3.1,11.7,5.3,951.4,947.6
2012-11-28,5.8,0.0,0.6,11.0,34.0,3.6,11.9,6.6,952.2,948.0
2012-11-29,6.4,0.0,3.1,9.8,34.0,7.2,15.3,8.3,954.5,950.1
2012-11-30,4.8,0.0,1.9,7.7,31.0,2.2,7.2,0.2,950.2,943.9
2012-12-01,4.2,0.0,-1.4,9.7,1.0,2.2,6.9,8.6,958.5,947.7
2012-12-02,4.6,0.0,-1.7,10.9,15.0,1.4,5.6,8.9,967.5,958.5
2012-12-03,5.0,0.0,-2.4,12.3,26.0,1.9,6.1,8.8,969.6,966.1
2012-12-04,7.0,0.0,1.5,12.4,29.0,5.3,14.2,3.5,966.2,960.8
2012-12-05,6.6,0.0,1.4,11.9,26.0,2.5,6.7,8.8,962.3,959.7
2012-12-06,5.2,0.8,0.3,10.0,9.0,0.8,11.7,4.2,962.0,958.0
2012-12-07,6.6,0.6,4.1,9.1,24.0,1.1,7.5,0.0,959.3,955.4
2012-12-08,8.4,4.2,2.9,14.0,33.0,1.4,5.0,7.2,965.6,959.1
2012-12-09,5.4,0.0,-1.3,12.2,11.0,0.8,3.6,8.4,966.5,963.1
2012-12-10,4.2,0.0,-1.6,10.1,30.0,1.1,3.6,3.6,963.1,959.1
2012-12-11,4.8,0.0,-1.8,11.5,14.0,0.8,4.2,7.7,960.6,957.5
2012-12-12,4.1,4.2,-2.2,10.4,12.0,1.4,5.8,7.6,957.5,954.2
2012-12-13,4.6,0.0,-0.7,9.9,29.0,1.9,5.3,3.2,955.2,953.0
2012-12-14,11.3,1.2,8.0,14.6,25.0,4.2,15.3,0.0,953.9,949.4
2012-12-15,13.4,4.2,11.2,15.5,29.0,5.3,14.2,4.0,962.2,951.7
2012-12-16,12.0,0.0,9.6,14.5,29.0,4.7,11.4,0.4,964.1,960.5
2012-12-17,10.0,0.0,6.6,13.5,29.0,4.2,9.2,1.9,964.4,960.6
2012-12-18,8.0,0.4,5.3,10.6,12.0,1.7,4.2,0.0,964.9,962.5
2012-12-19,11.2,4.2,9.1,13.4,22.0,1.7,4.4,0.9,962.9,957.9
2012-12-20,11.8,0.8,8.6,14.9,30.0,3.1,11.4,5.7,961.3,957.1
2012-12-21,11.2,0.0,8.3,14.2,27.0,5.8,14.4,1.2,965.2,959.4
2012-12-22,12.8,0.0,10.5,15.0,27.0,1.9,5.8,2.4,966.3,964.2
2012-12-23,9.0,0.0,5.0,12.9,11.0,2.2,6.4,4.5,965.6,961.3
2012-12-24,8.2,0.0,0.5,15.8,10.0,2.5,4.7,6.5,961.4,953.2
2012-12-25,11.0,3.8,7.5,14.5,26.0,3.3,13.9,0.0,959.8,951.4
2012-12-26,8.6,0.0,3.8,13.3,28.0,1.1,5.0,8.6,969.3,959.8
2012-12-27,3.5,0.0,-1.4,8.4,99.0,1.1,4.2,2.8,973.2,969.0
2012-12-28,5.1,0.0,-1.4,11.6,12.0,1.4,4.2,7.8,973.1,968.4
2012-12-29,2.4,4.2,-1.6,6.3,28.0,1.7,6.1,0.8,969.3,964.8
2012-12-30,7.0,0.0,4.0,10.0,30.0,1.9,6.4,4.7,972.5,969.3
2012-12-31,4.4,2.4,2.3,6.6,12.0,1.4,4.4,0.9,970.1,959.9
2013-01-01,7.2,0.0,3.5,10.9,25.0,2.8,7.5,5.9,964.3,958.8
2013-01-02,6.6,0.0,0.2,12.9,1.0,2.2,6.4,7.4,968.4,963.7
2013-01-03,6.4,0.0,0.4,12.5,12.0,1.4,5.8,8.8,977.9,968.4
2013-01-04,5.4,0.0,-2.2,12.9,99.0,1.1,3.9,8.8,978.2,974.5
2013-01-05,5.1,0.0,-2.5,12.7,25.0,1.1,4.4,8.8,974.5,970.7
2013-01-06,4.8,0.0,-2.3,11.8,30.0,1.1,5.0,8.8,970.8,967.3
2013-01-07,3.0,0.0,-1.3,7.3,26.0,1.4,5.8,0.0,968.9,966.9
2013-01-08,4.4,0.0,2.8,6.0,8.0,1.9,4.2,0.0,970.1,967.6
2013-01-09,3.8,0.0,0.4,7.2,35.0,1.1,3.6,0.0,967.9,965.5
2013-01-10,10.3,0.0,6.0,14.6,26.0,1.7,7.5,3.7,965.9,963.1
2013-01-11,8.6,0.4,6.0,11.2,29.0,1.7,6.4,1.1,964.5,961.8
2013-01-12,9.9,0.2,6.4,13.4,28.0,5.3,15.0,4.0,961.8,954.3
2013-01-13,6.2,4.2,2.8,9.5,30.0,4.2,12.2,5.5,960.1,954.3
2013-01-14,6.1,0.0,1.4,10.8,33.0,3.3,9.7,8.4,963.3,960.1
2013-01-15,6.0,0.0,0.7,11.2,99.0,2.5,10.3,6.5,961.0,958.7
2013-01-16,7.4,4.6,4.8,9.9,28.0,6.7,14.4,0.0,959.4,951.8
2013-01-17,8.9,0.0,5.2,12.6,29.0,3.3,12.8,5.9,957.2,953.1
2013-01-18,12.8,6.0,10.8,14.9,27.0,8.3,18.9,0.7,953.6,938.4
2013-01-19,9.4,4.0,6.1,12.7,26.0,9.7,23.9,2.1,938.4,920.6
2013-01-20,5.2,0.8,2.3,8.1,27.0,3.6,15.3,3.7,946.8,935.0
2013-01-21,6.8,0.0,3.0,10.5,28.0,5.0,11.9,8.5,954.0,943.7
2013-01-22,4.2,6.4,2.1,6.2,28.0,5.0,27.5,1.3,953.8,945.6
2013-01-23,5.3,0.0,1.5,9.1,28.0,6.9,15.8,6.2,957.5,948.5
2013-01-24,9.6,0.0,5.2,14.1,26.0,6.1,15.8,6.0,956.7,950.4
2013-01-25,7.4,0.4,4.1,10.6,30.0,1.9,8.3,2.1,957.4,955.4
2013-01-26,12.6,0.0,7.3,18.0,32.0,3.3,10.3,8.4,961.0,956.1
2013-01-27,7.6,2.4,4.8,10.3,29.0,3.1,9.7,0.0,961.7,956.2
2013-01-28,7.4,0.0,2.2,12.7,34.0,1.4,10.3,8.7,968.5,961.5
2013-01-29,6.8,0.0,-0.2,13.7,30.0,1.4,4.2,8.8,969.3,967.7
2013-01-30,8.2,0.0,0.9,15.6,31.0,1.4,5.6,9.1,971.0,968.6
2013-01-31,9.2,0.0,1.5,16.8,30.0,0.8,5.0,9.2,972.8,968.9
2013-02-01,8.2,1.0,2.0,14.4,99.0,3.1,15.8,5.5,968.9,954.6
2013-02-02,7.8,0.0,3.5,12.2,34.0,7.8,17.8,6.9,964.6,953.5
2013-02-03,6.2,0.0,1.2,11.3,34.0,3.1,13.6,9.5,969.3,964.1
2013-02-04,7.9,0.0,0.0,15.8,99.0,1.7,4.7,9.7,970.8,966.9
